Numero de aluno;Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (Dropout);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (Dropout);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
90176;Single;Over 23 years old;1;1;Daytime;1;14;23;27;10;9;No;No;Yes;0;Male;0;35;1;0;7;18;3;11.25;0;0;7;7;0;0.0;0;16.2;0.3;-0.92;Dropout
31226;Married;Over 23 years old;1;8;Daytime;12;1;2;1;3;10;Yes;No;No;1;Male;0;44;0;1;5;13;4;14.0;3;1;5;9;4;15.5;2;10.8;1.4;1.74;Graduate
16390;Single;1st phase—general contingent;1;9;Daytime;1;1;3;1;6;6;Yes;No;Yes;1;Male;0;18;0;0;5;15;4;13.333333333333334;0;0;5;6;2;13.5;0;13.9;-0.3;0.79;Dropout
40264;Married;1st phase—general contingent;1;3;Evening;1;1;22;27;1;1;Yes;No;No;1;Male;0;45;0;0;6;7;6;13.666666666666666;0;0;6;6;6;13.666666666666666;0;7.6;2.6;0.32;Graduate
71407;Single;1st phase—general contingent;1;11;Daytime;1;1;3;1;3;2;No;No;No;1;Male;0;20;0;0;6;12;3;10.0;0;0;6;9;5;10.8;0;15.5;2.8;-4.06;Dropout
30016;Single; Technological specialization diploma holders;1;4;Daytime;14;1;1;28;10;2;Yes;No;No;1;Male;0;22;0;0;6;12;5;12.6;0;0;6;11;6;11.714285714285714;0;12.4;0.5;1.79;Graduate
35751;Single;Change in course;1;7;Daytime;1;1;22;28;6;8;No;No;No;1;Male;0;39;0;0;5;10;3;17.333333333333332;0;0;5;11;1;17.0;0;13.9;-0.3;0.79;Dropout
26962;Single; Technological specialization diploma holders;1;6;Daytime;14;1;2;2;7;7;No;No;No;0;Male;0;20;0;2;6;10;5;13.2;0;1;6;21;3;12.0;0;12.4;0.5;1.79;Dropout
44130;Married;Over 23 years old;1;9;Daytime;12;1;22;14;10;4;No;No;No;1;Male;0;49;0;0;5;9;3;14.0;0;0;5;8;3;13.666666666666666;0;8.9;1.4;3.51;Dropout
37342;Single;Holders of other higher courses;1;13;Daytime;4;1;5;5;3;3;Yes;No;No;1;Male;0;43;0;4;4;4;4;13.875;0;1;1;1;1;12.5;0;11.1;0.6;2.02;Dropout
92443;Married;Over 23 years old;1;17;Evening;1;1;22;27;10;10;Yes;No;No;1;Male;0;32;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
97221;Single;Over 23 years old;1;10;Daytime;9;1;22;27;10;10;No;No;No;1;Male;0;47;0;3;9;9;9;13.11111111111111;0;3;7;7;7;14.857142857142858;0;10.8;1.4;1.74;Graduate
28241;Common-law marriage;Over 23 years old;1;17;Evening;1;1;22;27;10;10;No;No;No;1;Male;1;37;0;0;5;8;5;13.0;0;0;5;11;4;13.333333333333334;2;16.2;0.3;-0.92;Dropout
5168;Married;Over 23 years old;1;3;Evening;1;1;13;1;5;9;No;No;No;1;Male;0;41;0;6;10;10;10;12.5;0;3;7;7;7;12.142857142857142;0;10.8;1.4;1.74;Graduate
40430;Married;Over 23 years old;1;4;Daytime;1;1;22;27;10;7;No;No;No;1;Male;0;60;0;17;18;18;18;14.11111111111111;0;11;13;13;13;14.23076923076923;0;15.5;2.8;-4.06;Graduate
86691;Married;Over 23 years old;1;11;Daytime;1;1;1;14;10;10;No;No;No;1;Male;0;47;0;6;11;11;11;14.727272727272728;0;6;9;9;9;15.77777777777778;0;10.8;1.4;1.74;Graduate
38539;Single;Over 23 years old;1;3;Evening;1;1;22;9;10;8;No;No;Yes;0;Male;0;50;0;0;6;6;0;0.0;0;0;5;6;0;0.0;0;12.4;0.5;1.79;Dropout
36069;Married;Over 23 years old;1;17;Evening;12;1;23;28;12;12;Yes;No;No;1;Male;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
15240;Single;Over 23 years old;1;7;Daytime;1;1;22;27;10;9;No;No;Yes;0;Male;0;45;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;15.5;2.8;-4.06;Dropout
55594;Married;Over 23 years old;1;6;Daytime;1;1;22;27;12;12;No;No;No;1;Male;0;33;0;0;5;7;4;13.5;0;0;5;6;5;11.6;0;7.6;2.6;0.32;Graduate
6037;Single;1st phase—general contingent;1;12;Daytime;1;1;3;3;3;3;No;No;No;1;Male;0;18;0;0;8;8;7;13.105714285714283;0;0;8;8;7;13.105714285714283;0;10.8;1.4;1.74;Graduate
66448;Married;Over 23 years old;1;6;Daytime;1;1;22;27;7;7;No;No;No;1;Male;0;43;0;0;5;8;5;13.5;2;0;5;5;5;14.4;0;9.4;-0.8;-3.12;Graduate
90202;Single;Change in course;1;3;Evening;1;1;13;27;5;11;No;No;No;1;Male;0;44;0;9;13;18;13;11.846153846153848;0;9;11;11;11;12.0;0;12.7;3.7;-1.7;Graduate
75820;Single;Over 23 years old;1;8;Daytime;7;1;19;26;1;12;No;No;No;1;Male;0;29;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
71313;Divorced;Over 23 years old;1;14;Daytime;1;1;2;1;4;10;No;No;Yes;0;Male;0;53;0;0;6;11;3;14.333333333333334;0;0;6;6;0;0.0;0;12.7;3.7;-1.7;Dropout
18730;Married;Transfer;1;17;Evening;6;1;22;27;10;10;No;No;No;1;Male;0;37;0;0;5;10;5;15.8;0;0;5;5;5;17.6;0;9.4;-0.8;-3.12;Dropout
2448;Single;Change in course;1;14;Daytime;1;1;23;1;9;11;Yes;No;No;1;Male;0;18;0;0;6;16;5;13.8;0;0;6;7;5;12.4;0;13.9;-0.3;0.79;Dropout
13297;Single;Change in course;1;1;Daytime;12;1;23;28;5;5;No;No;Yes;1;Male;0;35;0;3;10;18;6;12.666666666666666;0;1;9;11;3;12.0;2;16.2;0.3;-0.92;Dropout
78911;Single;1st phase—general contingent;1;11;Daytime;1;1;13;1;4;8;No;No;No;1;Male;0;23;0;0;6;10;6;13.0;0;0;6;9;6;12.0;0;11.1;0.6;2.02;Dropout
88322;Single;1st phase—general contingent;1;2;Daytime;1;1;13;28;10;6;Yes;No;No;1;Male;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
11717;Single;Over 23 years old;1;3;Evening;1;1;22;27;12;6;No;No;No;0;Male;0;33;0;0;6;6;1;11.0;0;0;6;0;0;0.0;0;10.8;1.4;1.74;Dropout
74414;Single;Holders of other higher courses;3;8;Daytime;3;1;22;18;12;11;No;No;No;0;Male;0;41;0;0;5;9;0;0.0;4;0;5;9;0;0.0;3;10.8;1.4;1.74;Dropout
98565;Divorced;Holders of other higher courses;1;12;Daytime;3;1;22;28;10;8;No;No;No;1;Male;0;51;0;4;7;7;7;15.2;0;6;8;8;8;16.575;0;13.9;-0.3;0.79;Graduate
10626;Single;Change in institution/course;1;14;Daytime;1;1;10;5;4;4;No;No;No;1;Male;0;19;0;2;6;7;6;14.428571428571429;0;1;7;8;7;14.375;0;11.1;0.6;2.02;Graduate
46634;Single;Over 23 years old;1;17;Evening;1;1;22;27;10;10;No;No;No;1;Male;0;35;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;11.1;0.6;2.02;Dropout
93944;Single;1st phase—general contingent;2;2;Daytime;1;14;13;1;5;8;Yes;No;No;1;Male;0;20;1;0;0;0;0;0.0;0;0;0;0;0;0.0;0;7.6;2.6;0.32;Graduate
3764;Single;Change in course;1;14;Daytime;1;1;3;2;3;3;Yes;No;No;1;Male;0;18;0;0;6;13;4;13.75;0;0;6;8;5;11.2;0;13.9;-0.3;0.79;Dropout
70628;Single;1st phase—general contingent;1;15;Daytime;1;1;13;27;10;10;No;No;Yes;0;Male;1;18;0;0;6;11;5;12.166666666666666;0;0;6;15;3;12.0;0;13.9;-0.3;0.79;Dropout
60349;Single; Technological specialization diploma holders;1;4;Daytime;14;1;2;1;5;7;No;No;No;1;Male;0;21;0;0;6;12;5;12.142857142857142;0;0;6;11;5;11.666666666666666;0;13.9;-0.3;0.79;Graduate
84342;Single;1st phase—general contingent;1;11;Daytime;1;1;1;14;7;7;Yes;No;No;1;Male;0;21;0;0;6;9;6;12.0;0;0;6;8;5;11.6;0;13.9;-0.3;0.79;Graduate
66171;Married;Over 23 years old;2;9;Daytime;1;1;13;27;5;8;No;No;No;1;Male;0;34;0;0;5;10;3;11.666666666666666;1;0;5;7;4;12.75;0;9.4;-0.8;-3.12;Graduate
46536;Divorced;Over 23 years old;1;8;Daytime;1;1;22;27;7;8;Yes;No;No;1;Male;0;34;0;0;6;9;0;0.0;0;0;6;6;0;0.0;0;16.2;0.3;-0.92;Dropout
44627;Single;2nd phase—general contingent;2;14;Daytime;1;1;3;3;5;11;Yes;No;No;1;Male;0;21;0;0;6;10;6;11.875;0;0;6;8;5;12.0;0;11.1;0.6;2.02;Graduate
84493;Single;Change in course;1;15;Daytime;1;1;3;27;4;8;No;No;No;1;Male;0;32;0;6;11;15;7;11.285714285714286;0;5;7;10;6;12.333333333333334;0;13.9;-0.3;0.79;Dropout
62518;Single;2nd phase—general contingent;2;11;Daytime;1;1;22;27;6;8;Yes;No;No;1;Male;0;30;0;0;6;17;2;10.0;0;0;6;15;3;11.333333333333334;0;7.6;2.6;0.32;Dropout
90317;Single;1st phase—general contingent;1;2;Daytime;1;1;1;3;4;8;Yes;No;Yes;1;Male;0;19;0;6;12;13;11;12.0;0;4;11;15;10;11.181818181818182;0;8.9;1.4;3.51;Dropout
69319;Single;Change in institution/course;1;15;Daytime;1;1;1;14;9;9;Yes;No;No;1;Male;0;20;0;1;7;7;6;13.833333333333334;0;1;6;7;5;13.0;0;8.9;1.4;3.51;Dropout
75451;Single;1st phase—general contingent;1;5;Daytime;1;1;13;14;10;8;Yes;No;No;1;Male;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
32832;Single;1st phase—general contingent;1;11;Daytime;1;1;3;3;3;3;No;No;No;1;Male;0;19;0;0;6;7;6;14.428571428571429;0;0;6;6;6;12.5;0;8.9;1.4;3.51;Graduate
99351;Single;2nd phase—general contingent;3;12;Daytime;1;1;3;3;4;4;Yes;No;No;1;Male;0;18;0;0;7;8;5;14.2;0;0;7;9;6;12.4;0;12.4;0.5;1.79;Dropout
8642;Single;Over 23 years old;1;17;Evening;1;1;1;14;5;9;No;No;No;1;Male;0;27;0;0;5;8;4;11.5;0;0;5;9;3;10.333333333333334;0;12.7;3.7;-1.7;Dropout
45460;Single;Over 23 years old;1;15;Daytime;9;1;1;1;10;10;Yes;No;No;1;Male;0;52;0;0;6;7;5;13.0;0;0;6;6;6;15.0;0;9.4;-0.8;-3.12;Graduate
47539;Married;Change in course;1;4;Daytime;1;1;1;1;5;6;Yes;No;No;0;Male;0;29;0;0;6;6;0;0.0;0;0;6;8;0;0.0;0;15.5;2.8;-4.06;Dropout
35760;Single;Change in institution/course;1;4;Daytime;14;1;1;14;5;5;Yes;No;Yes;0;Male;0;22;0;0;6;12;3;11.333333333333334;0;0;6;13;2;11.0;0;8.9;1.4;3.51;Dropout
75427;Single;Change in course;1;6;Daytime;1;11;23;28;10;7;Yes;No;No;1;Male;0;28;1;13;18;45;18;12.5;12;10;13;26;12;11.428571428571429;6;15.5;2.8;-4.06;Graduate
233;Single;Over 23 years old;1;14;Daytime;6;1;1;1;12;4;Yes;No;No;1;Male;0;30;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
32498;Single;1st phase—general contingent;2;12;Daytime;1;1;1;1;6;4;Yes;No;No;1;Female;0;18;0;0;7;7;7;13.471428571428572;0;0;8;9;8;13.944444444444445;0;16.2;0.3;-0.92;Graduate
60252;Single;1st phase—general contingent;2;14;Daytime;1;1;23;27;6;6;Yes;No;No;1;Female;0;21;0;0;5;5;4;11.75;0;0;5;5;3;13.333333333333334;0;9.4;-0.8;-3.12;Graduate
94067;Single;1st phase—general contingent;1;5;Daytime;1;1;22;27;10;10;Yes;No;Yes;1;Female;1;20;0;0;6;9;6;13.333333333333334;0;0;6;10;6;14.666666666666666;0;12.7;3.7;-1.7;Graduate
50584;Single;Transfer;1;12;Daytime;1;1;22;27;4;4;Yes;No;No;1;Female;1;21;0;0;8;8;8;13.105;0;0;8;8;8;13.105;0;9.4;-0.8;-3.12;Graduate
91199;Married;Over 23 years old;1;17;Evening;12;1;13;27;8;10;No;No;Yes;0;Female;0;32;0;0;5;5;0;0.0;0;0;5;6;0;0.0;0;10.8;1.4;1.74;Dropout
75534;Single;1st phase—general contingent;3;5;Daytime;1;1;22;27;10;10;Yes;No;No;1;Male;1;20;0;0;6;6;6;15.5;0;0;6;7;6;12.166666666666666;0;12.4;0.5;1.79;Graduate
64735;Single;1st phase—general contingent;4;2;Daytime;1;1;1;14;5;6;Yes;No;Yes;0;Male;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;15.5;2.8;-4.06;Dropout
70208;Single;International student (bachelor);1;14;Daytime;1;14;1;1;10;6;No;No;Yes;0;Male;0;18;1;0;6;6;4;11.25;0;0;6;7;3;12.333333333333334;0;8.9;1.4;3.51;Dropout
42972;Single;Change in course;1;17;Evening;1;1;22;2;10;5;Yes;No;No;0;Male;0;23;0;10;15;24;12;11.0;0;10;14;21;11;11.363636363636363;1;7.6;2.6;0.32;Dropout
80909;Single;1st phase—general contingent;1;11;Daytime;1;1;1;1;4;4;Yes;No;No;1;Male;0;20;0;0;6;10;6;12.333333333333334;0;0;6;9;4;13.0;0;12.4;0.5;1.79;Graduate
15081;Married;Change in course;2;9;Daytime;1;1;22;27;10;10;Yes;No;No;1;Female;0;46;0;4;9;18;8;11.375;2;0;5;11;5;11.8;0;9.4;-0.8;-3.12;Graduate
48872;Single;2nd phase—general contingent;1;4;Daytime;1;1;3;3;3;3;No;No;No;1;Male;0;27;0;16;18;19;18;12.22222222222222;0;9;12;15;12;12.384615384615383;0;15.5;2.8;-4.06;Graduate
50047;Single;1st phase—special contingent (Azores Island);1;2;Daytime;1;1;3;14;2;11;Yes;No;No;1;Male;0;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;16.2;0.3;-0.92;Dropout
58239;Married;Change in course;3;3;Evening;12;1;22;27;10;10;Yes;No;No;1;Male;0;41;0;5;9;11;9;12.0;0;3;7;8;6;12.0;0;9.4;-0.8;-3.12;Graduate
48971;Single;International student (bachelor);1;9;Daytime;1;8;1;3;30;4;No;No;Yes;1;Male;0;40;1;0;5;10;1;11.0;0;0;5;10;1;10.0;0;11.1;0.6;2.02;Dropout
13495;Married; Technological specialization diploma holders;1;3;Evening;14;1;1;1;6;6;No;No;No;1;Male;0;37;0;12;16;17;16;14.125;0;6;11;14;10;13.0;0;12.4;0.5;1.79;Graduate
45670;Single;1st phase—general contingent;4;9;Daytime;1;1;23;28;6;11;No;No;No;1;Male;0;20;0;0;5;8;5;10.2;0;0;5;7;5;11.2;0;12.4;0.5;1.79;Dropout
35039;Single; Technological specialization diploma holders;1;8;Daytime;14;1;1;1;5;5;Yes;No;No;1;Female;0;20;0;0;5;7;4;12.0;1;0;5;6;4;12.4;0;10.8;1.4;1.74;Dropout
71921;Single;Holders of other higher courses;1;17;Evening;15;1;1;27;5;2;No;No;No;1;Female;0;26;0;8;9;11;9;12.333333333333334;0;4;7;7;7;12.571428571428571;0;12.4;0.5;1.79;Graduate
39020;Married;Over 23 years old;1;3;Evening;1;1;22;27;10;8;No;No;No;1;Male;0;54;0;4;9;9;9;14.333333333333334;0;2;7;7;7;13.857142857142858;0;8.9;1.4;3.51;Graduate
46955;Single;2nd phase—general contingent;5;14;Daytime;1;1;13;14;6;6;Yes;No;No;1;Male;0;21;0;0;6;6;6;15.166666666666666;0;0;6;9;6;14.0;0;10.8;1.4;1.74;Graduate
48154;Single;1st phase—general contingent;1;6;Daytime;1;1;1;1;10;10;Yes;No;No;1;Female;1;20;0;0;6;8;6;15.142857142857142;0;0;6;8;6;15.142857142857142;0;11.1;0.6;2.02;Graduate
82685;Single;2nd phase—general contingent;6;15;Daytime;1;1;1;14;6;6;Yes;No;No;1;Female;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
16570;Single;1st phase—general contingent;3;12;Daytime;1;1;1;14;5;10;Yes;No;No;1;Female;0;19;0;0;7;9;6;13.411428571428573;0;0;8;12;7;13.294444444444444;0;15.5;2.8;-4.06;Dropout
45643;Single;1st phase—general contingent;2;10;Daytime;1;1;23;1;5;11;Yes;No;No;1;Female;0;18;0;0;6;7;6;12.333333333333334;0;0;6;7;6;12.166666666666666;0;9.4;-0.8;-3.12;Graduate
58085;Single;1st phase—general contingent;1;6;Daytime;1;1;3;1;3;9;Yes;No;No;1;Female;0;19;0;0;6;13;4;11.8;0;0;6;18;4;12.2;0;12.4;0.5;1.79;Dropout
60310;Single; Technological specialization diploma holders;1;6;Daytime;14;1;1;1;5;8;Yes;No;Yes;1;Female;0;22;0;2;6;9;6;12.0;0;1;6;12;3;12.0;0;13.9;-0.3;0.79;Dropout
49845;Single;Change in course;1;6;Daytime;1;1;2;1;5;5;No;No;No;1;Female;0;19;0;0;6;7;6;15.0;0;0;6;8;6;15.625;0;12.4;0.5;1.79;Graduate
39716;Single;1st phase—general contingent;1;2;Daytime;1;1;3;2;5;3;Yes;No;No;1;Female;0;21;0;6;12;12;8;13.875;0;4;11;13;9;12.7;1;8.9;1.4;3.51;Dropout
81139;Single;2nd phase—general contingent;1;16;Daytime;1;1;3;3;18;24;No;No;No;1;Female;0;20;0;0;7;9;6;11.833333333333334;0;0;7;7;6;14.333333333333334;0;11.1;0.6;2.02;Dropout
19193;Single;2nd phase—general contingent;3;15;Daytime;1;1;1;14;6;6;Yes;No;No;1;Female;1;18;0;0;6;6;6;12.5;0;0;6;6;6;13.833333333333334;0;16.2;0.3;-0.92;Graduate
52194;Single;2nd phase—general contingent;1;15;Daytime;1;1;23;28;8;8;Yes;No;No;1;Female;1;18;0;0;6;6;6;15.0;0;0;6;6;6;15.5;0;8.9;1.4;3.51;Graduate
10526;Single;2nd phase—general contingent;1;14;Daytime;1;1;1;1;6;5;Yes;No;Yes;1;Female;0;20;0;0;6;10;2;11.666666666666666;0;0;6;10;4;10.5;0;15.5;2.8;-4.06;Dropout
38055;Single;1st phase—general contingent;1;12;Daytime;1;1;13;27;4;9;No;No;No;1;Female;1;18;0;0;7;10;7;14.668;0;0;8;8;8;14.63375;0;15.5;2.8;-4.06;Graduate
25855;Single;1st phase—general contingent;3;12;Daytime;1;1;3;3;2;4;Yes;No;No;1;Female;0;18;0;0;8;9;6;13.345;2;0;8;9;6;13.345;2;9.4;-0.8;-3.12;Dropout
72943;Single;1st phase—general contingent;2;15;Daytime;1;1;1;24;10;10;Yes;No;No;1;Female;1;20;0;0;6;7;5;12.8;0;0;6;6;6;12.333333333333334;0;12.4;0.5;1.79;Graduate
35056;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;2;2;Yes;No;No;1;Female;0;19;0;0;6;10;6;10.833333333333334;0;0;6;7;6;12.142857142857142;0;11.1;0.6;2.02;Graduate
47931;Single;1st phase—general contingent;1;5;Daytime;1;1;3;3;2;3;Yes;No;No;1;Female;0;18;0;0;6;6;6;13.666666666666666;0;0;6;6;5;14.0;0;12.7;3.7;-1.7;Graduate
20248;Single;1st phase—general contingent;1;12;Daytime;1;1;3;1;5;6;No;No;No;1;Female;0;18;0;0;8;8;7;14.537142857142856;0;0;8;8;7;14.537142857142856;0;10.8;1.4;1.74;Graduate
67631;Single;1st phase—special contingent (Azores Island);3;6;Daytime;1;1;22;27;1;12;No;No;Yes;1;Female;1;18;0;0;5;5;5;14.4;0;0;5;5;5;14.0;0;7.6;2.6;0.32;Dropout
39087;Single;2nd phase—general contingent;3;2;Daytime;1;1;13;1;6;5;Yes;No;No;1;Female;1;20;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;12.7;3.7;-1.7;Graduate
6175;Single;2nd phase—general contingent;1;15;Daytime;1;1;1;14;10;10;No;No;No;1;Female;1;19;0;0;6;6;6;13.166666666666666;0;0;6;6;6;13.833333333333334;0;11.1;0.6;2.02;Graduate
37528;Single;Over 23 years old;1;12;Daytime;1;1;3;3;3;3;No;No;No;0;Male;0;36;0;0;6;15;2;11.5;0;0;7;9;0;0.0;0;15.5;2.8;-4.06;Dropout
64386;Single;2nd phase—general contingent;1;10;Daytime;1;1;1;30;10;3;No;No;No;1;Female;1;19;0;0;6;7;6;11.333333333333334;0;0;6;7;6;12.428571428571429;0;11.1;0.6;2.02;Graduate
23131;Single;2nd phase—general contingent;3;10;Daytime;1;1;3;1;3;6;Yes;No;No;1;Female;0;18;0;0;6;6;6;12.0;0;0;6;6;5;13.6;0;8.9;1.4;3.51;Graduate
70936;Single;1st phase—general contingent;3;15;Daytime;1;1;13;14;4;4;No;No;No;1;Female;1;18;0;0;6;6;6;13.166666666666666;0;0;6;6;6;12.166666666666666;0;12.4;0.5;1.79;Graduate
85389;Single;1st phase—general contingent;3;15;Daytime;1;1;23;28;6;9;Yes;No;No;1;Female;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.166666666666666;0;8.9;1.4;3.51;Graduate
83193;Single; Technological specialization diploma holders;1;5;Daytime;1;1;1;1;10;9;Yes;No;No;1;Female;0;19;0;2;7;7;7;13.0;0;5;9;9;9;13.22222222222222;0;12.4;0.5;1.79;Graduate
10277;Single;3rd phase—general contingent;3;12;Daytime;1;1;1;1;5;9;Yes;No;No;1;Female;0;18;0;0;7;8;7;13.087142857142856;0;0;8;8;8;12.95;0;11.1;0.6;2.02;Graduate
1832;Single;1st phase—general contingent;1;8;Daytime;1;1;1;27;10;10;Yes;No;No;1;Female;1;19;0;0;6;8;6;13.333333333333334;0;0;6;7;6;13.666666666666666;0;8.9;1.4;3.51;Graduate
42703;Single;1st phase—general contingent;1;16;Daytime;1;1;3;1;4;8;Yes;No;No;1;Female;0;18;0;0;6;7;6;12.166666666666666;0;0;6;10;4;12.75;0;10.8;1.4;1.74;Dropout
53203;Single;Short cycle diploma holders;1;5;Daytime;16;1;25;14;4;6;Yes;No;No;0;Female;1;22;0;0;6;8;6;11.0;0;0;6;10;4;12.0;0;8.9;1.4;3.51;Dropout
4447;Single;1st phase—general contingent;2;10;Daytime;1;1;13;1;10;9;Yes;No;Yes;0;Female;0;18;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
17252;Single;2nd phase—general contingent;4;9;Daytime;1;1;13;14;6;6;Yes;No;No;1;Female;0;19;0;0;5;7;5;13.6;0;0;5;6;5;12.2;0;8.9;1.4;3.51;Graduate
98078;Single;1st phase—general contingent;1;15;Daytime;1;1;23;28;10;10;Yes;No;No;1;Female;0;18;0;0;6;6;6;15.5;0;0;6;6;6;14.0;0;11.1;0.6;2.02;Graduate
92097;Single;1st phase—general contingent;3;16;Daytime;1;1;1;3;6;4;No;No;No;1;Female;0;19;0;0;7;7;7;13.857142857142858;0;0;7;7;7;14.285714285714286;0;11.1;0.6;2.02;Graduate
62568;Single;2nd phase—general contingent;2;9;Daytime;1;1;13;1;10;4;Yes;No;Yes;1;Female;0;20;0;0;5;10;2;11.5;0;0;5;8;3;10.0;0;11.1;0.6;2.02;Dropout
98580;Single;2nd phase—general contingent;3;5;Daytime;1;1;1;28;4;6;Yes;No;No;1;Female;1;18;0;0;6;6;6;13.0;0;0;6;6;6;12.166666666666666;0;16.2;0.3;-0.92;Graduate
40105;Single;1st phase—general contingent;1;8;Daytime;1;1;3;3;3;11;No;No;Yes;0;Female;0;23;0;0;6;10;6;14.0;0;0;6;11;4;13.0;0;11.1;0.6;2.02;Dropout
48862;Single;1st phase—general contingent;4;15;Daytime;1;1;1;3;5;8;Yes;No;No;1;Female;0;20;0;0;4;4;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Dropout
52594;Single;1st phase—general contingent;5;5;Daytime;1;1;3;1;10;4;Yes;No;No;1;Female;0;20;0;0;6;6;6;11.166666666666666;0;0;6;9;6;11.5;0;12.4;0.5;1.79;Dropout
45374;Single;1st phase—general contingent;1;10;Daytime;1;1;1;1;10;5;Yes;No;Yes;0;Female;1;22;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
31561;Single;2nd phase—general contingent;2;16;Daytime;1;1;13;28;6;8;Yes;No;No;1;Female;1;18;0;0;7;8;7;12.142857142857142;0;0;7;9;6;13.666666666666666;0;11.1;0.6;2.02;Graduate
24069;Single;2nd phase—general contingent;1;12;Daytime;1;1;13;28;10;10;No;No;No;1;Female;1;18;0;0;7;7;7;14.145714285714286;0;0;8;9;8;13.627777777777778;0;11.1;0.6;2.02;Graduate
27559;Single;1st phase—general contingent;1;12;Daytime;1;1;3;4;4;4;No;No;No;1;Female;0;18;0;0;7;7;7;14.45;0;0;8;9;8;14.144444444444444;0;11.1;0.6;2.02;Graduate
40985;Single;1st phase—general contingent;1;16;Daytime;1;1;13;3;5;5;No;No;No;1;Female;0;18;0;0;7;7;7;15.714285714285714;0;0;7;7;7;15.0;0;11.1;0.6;2.02;Graduate
5148;Single;Change in institution/course;1;9;Daytime;1;1;1;1;5;5;No;No;No;1;Female;0;21;0;0;5;9;5;12.8;0;0;5;11;3;12.666666666666666;0;11.1;0.6;2.02;Dropout
1629;Single;2nd phase—general contingent;1;5;Daytime;1;1;1;27;5;6;No;No;No;1;Female;0;20;0;0;6;6;6;12.5;0;0;6;8;6;11.5;0;10.8;1.4;1.74;Dropout
24675;Single;1st phase—special contingent (Madeira Island);1;5;Daytime;1;1;1;1;5;5;Yes;No;No;1;Female;0;18;0;0;6;6;6;14.5;0;0;6;6;6;12.833333333333334;0;12.4;0.5;1.79;Graduate
11084;Single;2nd phase—general contingent;2;12;Daytime;1;1;13;27;4;6;Yes;No;No;0;Female;1;20;0;0;7;7;7;13.462857142857144;0;0;8;10;7;13.164285714285716;0;11.1;0.6;2.02;Dropout
30683;Single;1st phase—general contingent;1;3;Evening;1;1;19;27;10;12;Yes;No;No;1;Female;0;25;0;0;6;6;6;12.833333333333334;0;0;6;6;6;12.833333333333334;0;7.6;2.6;0.32;Graduate
21613;Single;1st phase—general contingent;1;9;Daytime;1;1;13;14;10;10;Yes;No;No;1;Female;1;18;0;0;5;10;5;12.0;0;0;5;8;4;11.6;0;13.9;-0.3;0.79;Graduate
80582;Single;1st phase—general contingent;3;2;Daytime;1;1;10;14;10;4;Yes;No;No;1;Female;0;19;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;13.9;-0.3;0.79;Graduate
47692;Single;1st phase—general contingent;1;6;Daytime;1;3;1;14;5;8;Yes;No;No;1;Female;0;20;1;0;7;9;6;14.714285714285714;0;1;7;16;6;13.2;0;12.4;0.5;1.79;Dropout
48055;Single;1st phase—general contingent;2;10;Daytime;1;1;13;14;10;10;Yes;No;No;1;Female;1;20;0;0;6;7;6;12.571428571428571;0;0;6;7;6;13.285714285714286;0;12.4;0.5;1.79;Graduate
91689;Single;3rd phase—general contingent;4;15;Daytime;1;1;1;1;10;10;Yes;No;No;1;Female;1;21;0;0;6;6;6;12.5;0;0;6;6;6;11.5;0;11.1;0.6;2.02;Graduate
